Y,X,Pop01_percent,Pop02_percent,Pop03_percent,Pop04_percent,Pop05_percent,Pop06_percent,Pop07_percent,Pop08_percent,Pop09_percent,Pop10_percent
-21.1226784,-56.4892463,0.05265882 ,0.64527059 ,0.30207059 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-20.4790909,-54.6137673,0.05806799 ,0.82459875 ,0.11004120 ,0.00681823 ,0.00047383 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-19.0242272,-57.6346059,0.00037925 ,0.22995663 ,0.58991332 ,0.11729174 ,0.04706150 ,0.01539756 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-18.5395194,-53.1389178,0.22418702 ,0.77581298 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-18.514203,-54.74573,0.00899900 ,0.54196756 ,0.44661704 ,0.00241640 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-22.2351366,-54.7974591,0.03050044 ,0.71192241 ,0.25757715 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-21.4790261,-56.1503439,0.03418888 ,0.27911527 ,0.63735243 ,0.04934341 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-21.6204206,-55.1635619,0.10865359 ,0.85296103 ,0.03838538 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-19.6803736,-51.1824422,0.05427589 ,0.51214835 ,0.42866497 ,0.00491079 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-22.5362897,-55.7225905,0.09570642 ,0.66756798 ,0.23377015 ,0.00295545 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-20.7898721,-51.7047943,0.10571550 ,0.82951538 ,0.05229894 ,0.01247018 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-9.8794219,-56.078627,0.00884483 ,0.60697674 ,0.37872665 ,0.00545177 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-15.4647661,-58.3444713,0.25715371 ,0.74284629 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-15.0685786,-57.1909659,0.01173142 ,0.65298002 ,0.31214997 ,0.02313860 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-15.8884818,-52.2781862,0.00612354 ,0.37449952 ,0.54615138 ,0.06820469 ,0.00502088 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-16.0780093,-57.67868,0.00435737 ,0.30015584 ,0.63228962 ,0.06303314 ,0.00016404 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-15.5524669,-55.1606624,0.59857837 ,0.40142163 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-15.6158788,-56.0720511,0.05092855 ,0.59731810 ,0.30419527 ,0.04558964 ,0.00179109 ,0.00017734 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
-9.9521816,-54.9095191,0.40886324 ,0.59113676 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 ,0.00000000 
